UniversityID,UniversityName,ClassCode,WeekNumber,WeekPace,AcademicSupport,ConceptMastering,instructorEngagement,instructorClarity,instructorknowledgeable
30,NULL,Class 11,6,3,5,2,4,4,5
30,NULL,Class 11,6,4,4,3,4,4,5
30,NULL,Class 11,6,4,4,4,5,5,5
30,NULL,Class 11,6,4,4,4,5,5,5
30,NULL,Class 11,6,4,5,4,5,4,4
30,NULL,Class 11,6,2,4,4,4,4,5
30,NULL,Class 11,6,5,4,3,4,5,4
30,NULL,Class 11,6,5,5,5,5,5,5
30,NULL,Class 11,6,3,5,2,5,4,5
30,NULL,Class 11,6,5,5,5,5,5,5
30,NULL,Class 11,6,5,5,5,5,5,5
30,NULL,Class 11,6,2,4,2,4,4,5
30,NULL,Class 11,6,5,5,5,5,5,5
30,NULL,Class 11,6,4,4,3,4,3,5
30,NULL,Class 11,6,5,5,5,5,5,5
30,NULL,Class 11,6,3,4,2,2,3,4
30,NULL,Class 11,6,5,5,5,5,5,5
30,NULL,Class 11,6,4,5,4,5,5,5
30,NULL,Class 11,6,3,2,2,5,5,5
30,NULL,Class 11,7,3,4,3,4,2,5
30,NULL,Class 11,7,2,5,4,4,4,5
30,NULL,Class 11,7,5,3,3,5,5,4
30,NULL,Class 11,7,5,5,3,5,4,5
30,NULL,Class 11,7,5,5,5,5,5,5
30,NULL,Class 11,7,4,4,3,4,4,4
30,NULL,Class 11,7,1,5,5,5,5,5
30,NULL,Class 11,7,5,5,5,5,5,5
30,NULL,Class 11,7,5,5,5,5,5,5
30,NULL,Class 11,7,4,4,3,4,3,5
30,NULL,Class 11,7,3,3,3,3,3,3
30,NULL,Class 11,7,4,4,4,4,4,4
30,NULL,Class 11,7,4,3,3,4,4,4
30,NULL,Class 11,7,5,5,5,5,5,5
30,NULL,Class 11,7,4,5,4,5,5,5
30,NULL,Class 11,7,5,5,5,5,5,5
30,NULL,Class 11,7,3,4,4,3,4,4
30,NULL,Class 11,7,2,4,3,4,3,5
30,NULL,Class 11,7,5,4,5,5,5,5
30,NULL,Class 11,7,2,4,4,5,3,5
30,NULL,Class 11,7,4,5,5,5,5,5
30,NULL,Class 11,7,4,5,5,4,5,5
30,NULL,Class 11,7,5,5,3,5,5,5
30,NULL,Class 11,7,3,5,3,5,5,5
30,NULL,Class 11,7,3,3,3,5,3,5
30,NULL,Class 11,8,5,5,4,5,5,5
30,NULL,Class 11,8,5,5,3,5,5,5
30,NULL,Class 11,8,5,5,5,5,5,5
30,NULL,Class 11,8,3,4,4,5,5,5
30,NULL,Class 11,8,5,5,4,5,5,5
30,NULL,Class 11,8,4,4,3,4,4,5
30,NULL,Class 11,8,4,4,4,4,4,4
30,NULL,Class 11,8,5,5,3,5,5,5
30,NULL,Class 11,8,4,5,2,5,3,5
30,NULL,Class 11,8,4,4,3,4,4,5
30,NULL,Class 11,8,3,4,3,5,5,5
30,NULL,Class 11,8,4,4,3,4,4,4
30,NULL,Class 11,8,4,4,4,4,4,4
30,NULL,Class 11,8,4,4,4,4,4,4
30,NULL,Class 11,8,5,5,5,5,5,5
30,NULL,Class 11,8,5,5,5,5,5,5
30,NULL,Class 11,8,4,5,3,5,4,5
30,NULL,Class 11,8,3,3,4,3,3,3
30,NULL,Class 11,8,5,5,4,5,5,5
30,NULL,Class 11,8,4,5,5,5,5,5
30,NULL,Class 11,8,4,4,4,4,4,4
30,NULL,Class 11,8,5,4,4,4,5,5
30,NULL,Class 11,8,4,4,4,4,4,4
30,NULL,Class 11,8,3,3,3,3,3,3
30,NULL,Class 11,9,4,5,4,5,5,5
30,NULL,Class 11,9,5,5,3,5,5,5
30,NULL,Class 11,9,5,5,5,5,5,5
30,NULL,Class 11,9,5,5,5,5,5,5
30,NULL,Class 11,9,5,4,3,4,4,5
30,NULL,Class 11,9,5,5,4,5,5,5
30,NULL,Class 11,9,3,4,2,3,3,4
30,NULL,Class 11,9,5,5,5,5,5,5
30,NULL,Class 11,9,4,5,4,5,4,5
30,NULL,Class 11,9,2,4,2,4,4,5
30,NULL,Class 11,9,5,4,3,4,4,5
30,NULL,Class 11,9,4,3,4,4,5,5
30,NULL,Class 11,9,4,4,3,4,3,5
30,NULL,Class 11,9,4,3,3,4,4,4
30,NULL,Class 11,9,5,4,3,3,4,4
30,NULL,Class 11,9,5,5,5,5,5,5
30,NULL,Class 11,9,4,4,3,3,3,4
30,NULL,Class 11,9,5,5,2,4,4,5
30,NULL,Class 11,9,5,5,5,5,5,5
30,NULL,Class 11,9,2,3,3,2,2,3
30,NULL,Class 11,9,3,5,3,5,5,5
30,NULL,Class 11,9,4,4,5,5,5,5
30,NULL,Class 11,9,5,5,5,5,5,5
41,NULL,Class 12,2,5,5,4,5,5,5
41,NULL,Class 12,2,3,2,1,1,1,5
41,NULL,Class 12,2,2,5,2,3,3,5
41,NULL,Class 12,2,5,5,3,5,4,5
41,NULL,Class 12,2,3,5,2,3,3,5
41,NULL,Class 12,2,3,5,3,5,3,5
41,NULL,Class 12,2,5,5,5,5,5,5
41,NULL,Class 12,2,5,5,2,5,5,5
41,NULL,Class 12,2,4,1,5,3,5,2
41,NULL,Class 12,2,4,5,5,5,5,5
41,NULL,Class 12,2,4,5,4,5,5,5
41,NULL,Class 12,2,4,5,3,4,3,5
41,NULL,Class 12,2,5,3,3,4,4,5
41,NULL,Class 12,2,5,5,2,5,5,5
41,NULL,Class 12,2,5,5,5,5,5,5
41,NULL,Class 12,2,5,5,3,5,5,5
41,NULL,Class 12,2,5,5,5,5,5,5
41,NULL,Class 12,2,4,5,5,5,5,5
41,NULL,Class 12,2,5,5,5,5,5,5
41,NULL,Class 12,2,4,5,4,5,5,5
41,NULL,Class 12,2,1,1,1,1,1,5
41,NULL,Class 12,2,2,3,3,3,2,5
41,NULL,Class 12,3,5,5,3,5,5,5
41,NULL,Class 12,3,5,5,4,5,5,4
41,NULL,Class 12,3,4,4,2,4,3,4
41,NULL,Class 12,3,5,4,3,4,4,5
41,NULL,Class 12,3,5,5,4,4,5,5
41,NULL,Class 12,3,5,3,3,3,4,5
41,NULL,Class 12,3,4,4,3,4,3,3
41,NULL,Class 12,3,2,1,1,1,1,4
41,NULL,Class 12,3,4,5,5,4,3,5
41,NULL,Class 12,3,5,5,2,4,5,5
41,NULL,Class 12,3,4,3,4,4,3,5
41,NULL,Class 12,3,4,5,5,4,5,4
41,NULL,Class 12,3,3,2,3,5,4,5
41,NULL,Class 12,3,5,5,5,5,5,5
41,NULL,Class 12,3,5,5,5,5,5,5
41,NULL,Class 12,3,5,5,5,5,5,5
41,NULL,Class 12,3,4,4,3,5,5,5
41,NULL,Class 12,3,5,5,5,5,5,5
41,NULL,Class 12,3,5,5,4,5,5,5
41,NULL,Class 12,3,4,3,2,4,4,5
41,NULL,Class 12,3,1,3,1,3,2,2
41,NULL,Class 12,4,5,5,5,5,5,5
41,NULL,Class 12,4,4,5,4,5,4,5
41,NULL,Class 12,4,3,3,2,2,2,5
41,NULL,Class 12,4,3,5,5,5,5,5
41,NULL,Class 12,4,1,1,1,1,1,4
41,NULL,Class 12,4,4,4,2,4,4,4
41,NULL,Class 12,4,5,3,2,4,4,5
41,NULL,Class 12,4,5,5,2,5,5,5
41,NULL,Class 12,4,4,2,1,1,1,5
41,NULL,Class 12,4,3,5,3,3,3,5
41,NULL,Class 12,4,4,5,3,5,5,5
41,NULL,Class 12,4,5,5,1,5,4,5
41,NULL,Class 12,4,3,3,4,4,4,5
41,NULL,Class 12,4,5,5,4,4,5,5
41,NULL,Class 12,4,1,2,1,1,1,2
41,NULL,Class 12,4,4,5,4,5,4,5
41,NULL,Class 12,4,3,3,3,3,3,5
41,NULL,Class 12,4,5,5,5,5,5,5
41,NULL,Class 12,4,5,5,5,5,5,5
41,NULL,Class 12,4,4,5,3,5,4,5
41,NULL,Class 12,4,4,4,4,5,5,5
41,NULL,Class 12,5,4,5,3,4,4,5
41,NULL,Class 12,5,4,5,3,5,4,5
41,NULL,Class 12,5,3,5,2,3,4,4
41,NULL,Class 12,5,4,3,3,5,4,5
41,NULL,Class 12,5,5,4,2,4,4,5
41,NULL,Class 12,5,4,5,4,5,5,5
41,NULL,Class 12,5,4,4,1,4,4,5
41,NULL,Class 12,5,5,5,5,5,5,5
41,NULL,Class 12,5,3,3,1,3,3,4
41,NULL,Class 12,5,3,5,3,4,4,5
41,NULL,Class 12,5,4,5,1,4,4,5
41,NULL,Class 12,5,5,5,5,5,5,5
41,NULL,Class 12,5,3,4,2,3,3,5
41,NULL,Class 12,5,5,5,2,5,5,5
41,NULL,Class 12,5,5,5,5,5,5,5
41,NULL,Class 12,5,5,5,5,5,5,5
41,NULL,Class 12,5,1,5,1,5,5,5
41,NULL,Class 12,5,4,4,3,4,4,5
41,NULL,Class 12,5,5,5,5,5,5,5
41,NULL,Class 12,5,4,5,3,5,4,5
41,NULL,Class 12,5,4,4,4,5,4,4
41,NULL,Class 12,6,5,5,5,5,5,5
41,NULL,Class 12,6,4,4,2,3,3,4
41,NULL,Class 12,6,5,4,2,5,5,5
41,NULL,Class 12,6,5,4,4,5,5,5
41,NULL,Class 12,6,3,5,3,5,5,5
41,NULL,Class 12,6,5,5,5,5,5,5
41,NULL,Class 12,6,3,4,2,3,3,4
41,NULL,Class 12,6,3,5,3,5,5,5
41,NULL,Class 12,6,5,3,5,5,5,5
41,NULL,Class 12,6,4,5,2,4,4,5
41,NULL,Class 12,6,4,3,3,5,5,5
41,NULL,Class 12,6,4,4,4,5,5,5
41,NULL,Class 12,6,4,5,4,4,4,4
41,NULL,Class 12,6,4,5,4,3,4,5
41,NULL,Class 12,6,2,5,5,5,5,5
41,NULL,Class 12,6,4,4,2,4,4,4
41,NULL,Class 12,6,5,5,5,5,5,5
41,NULL,Class 12,6,3,3,1,4,5,5
41,NULL,Class 12,6,5,5,5,5,5,5
41,NULL,Class 12,6,4,4,3,5,5,5
41,NULL,Class 12,7,5,5,4,5,5,5
41,NULL,Class 12,7,5,5,5,5,5,4
41,NULL,Class 12,7,5,5,5,5,5,5
41,NULL,Class 12,7,5,5,5,5,5,5
41,NULL,Class 12,7,3,5,3,3,3,4
41,NULL,Class 12,7,3,3,2,3,3,3
41,NULL,Class 12,7,4,3,3,1,2,5
41,NULL,Class 12,7,5,4,3,4,4,5
41,NULL,Class 12,7,3,5,1,5,5,5
41,NULL,Class 12,7,3,3,1,4,3,4
41,NULL,Class 12,7,5,4,1,5,5,5
41,NULL,Class 12,7,5,5,3,5,5,5
41,NULL,Class 12,7,5,5,5,5,5,5
41,NULL,Class 12,7,4,4,4,4,4,4
41,NULL,Class 12,7,5,5,5,5,5,5
41,NULL,Class 12,7,5,5,5,5,4,4
41,NULL,Class 12,7,4,4,4,4,5,4
41,NULL,Class 12,7,5,5,5,5,5,5
41,NULL,Class 12,7,4,4,4,4,4,4
41,NULL,Class 12,7,4,3,3,5,5,5
41,NULL,Class 12,8,5,4,4,5,4,5
41,NULL,Class 12,8,3,4,3,3,3,4
41,NULL,Class 12,8,4,2,1,1,1,2
41,NULL,Class 12,8,4,4,4,4,4,4
41,NULL,Class 12,8,4,4,4,4,4,4
41,NULL,Class 12,8,5,5,5,5,5,5
41,NULL,Class 12,8,5,5,5,5,4,4
41,NULL,Class 12,8,4,5,4,4,5,5
41,NULL,Class 12,8,5,5,3,5,5,5
41,NULL,Class 12,8,5,5,5,5,5,5
41,NULL,Class 12,8,3,3,1,3,3,5
41,NULL,Class 12,8,5,5,5,5,5,5
41,NULL,Class 12,8,3,2,4,1,1,5
41,NULL,Class 12,8,4,5,3,4,4,4
